# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 11:32:01 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null
# CONSTRAINT:  and pl_radjstr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
WASP-147,b,WASP-147 b,Transit,0,1,4.60273000,0.00002700,-0.00002700,0,0.054900,0.001200,-0.001300,0,0.000000,,,0,87.900,1.500,-1.600,0,0.27500,0.02800,-0.02700,0,Mass,1.115,0.140,-0.093,0,0.26300,0.08100,-0.08000,0,0,0,0,0,23h56m45.97s,359.191528,-22d09m11.4s,-22.153164,426.00,14.00,-14.00,0,441.48,9.32,-9.32,0,,,,,12.183,,0,5702.00,100.00,-100.00,0,1.04,0.07,-0.07,0,1.43,0.14,-0.08,0,2018-11-01,SuperWASP-South
WASP-15,b,WASP-15 b,Transit,0,1,3.75210000,0.00001000,-0.00001000,0,,,,,0.000000,,,0,85.960,0.350,-0.350,0,0.54000,0.29000,-0.29000,0,Mass,1.410,0.360,-0.360,0,,,,,0,0,0,0,13h55m42.71s,208.927939,-32d09m34.6s,-32.159607,284.35,3.36,-3.36,0,284.35,3.36,-3.36,0,11.000,,0,V (Johnson),10.797,,0,6300.00,100.00,-100.00,0,1.18,0.93,-0.93,0,1.48,0.38,-0.38,0,2018-04-26,SuperWASP
WASP-150,b,WASP-150 b,Transit,0,1,5.64420700,0.00000300,-0.00000400,0,0.069400,0.001100,-0.000800,0,0.377500,0.003800,-0.002900,0,84.010,0.250,-0.200,0,8.46000,0.28000,-0.20000,0,Mass,1.070,0.024,-0.025,0,8.54000,0.66000,-0.62000,0,0,0,0,1,17h37m03.14s,264.263083,+53d01m16.4s,53.021222,536.14,5.89,-5.89,0,536.14,5.89,-5.89,0,12.030,,0,V (Johnson),11.915,,0,6218.00,49.00,-45.00,0,1.39,0.07,-0.05,0,1.65,0.02,-0.03,0,2020-05-21,SuperWASP-North
WASP-151,b,WASP-151 b,Transit,0,1,4.53347100,0.00000400,-0.00000400,0,0.055000,0.001000,-0.001000,0,0.003000,,,1,89.200,0.600,-0.600,0,0.31000,0.04000,-0.03000,0,Mass,1.130,0.030,-0.030,0,0.29000,0.04000,-0.03000,0,0,0,1,0,23h16m15.23s,349.063446,+00d18m24.3s,0.306743,458.91,10.02,-10.02,0,458.91,10.02,-10.02,0,12.795,0.010,0,V (Johnson),12.628,,0,5871.00,57.00,-57.00,0,1.08,0.08,-0.08,0,1.14,0.03,-0.03,0,2017-10-26,SuperWASP-South
WASP-153,b,WASP-153 b,Transit,0,1,3.33260900,0.00000200,-0.00000200,0,0.048000,0.001000,-0.001000,0,0.009000,,,1,84.100,0.700,-0.700,0,0.39000,0.02000,-0.02000,0,Mass,1.550,0.100,-0.080,0,0.15000,0.03000,-0.03000,0,0,0,0,0,18h37m02.97s,279.262390,+40d01m07.4s,40.018723,430.00,35.00,-35.00,0,620.99,9.14,-9.14,0,12.800,,0,V (Johnson),12.497,,0,5914.00,64.00,-64.00,0,1.34,0.09,-0.09,0,1.73,0.10,-0.09,0,2017-10-26,SuperWASP
WASP-156,b,WASP-156 b,Transit,0,1,3.83616900,0.00000300,-0.00000300,0,0.045300,0.000900,-0.000900,0,0.007000,,,1,89.100,0.600,-0.900,0,0.12800,0.01000,-0.00900,0,Mass,0.510,0.020,-0.020,0,1.30000,0.10000,-0.10000,0,0,0,0,0,02h11m07.61s,32.781708,+02d25m04.8s,2.418000,140.00,25.00,-25.00,0,122.49,0.64,-0.64,0,11.600,,0,V (Johnson),11.323,,0,4910.00,61.00,-61.00,0,0.84,0.05,-0.05,0,0.76,0.03,-0.03,0,2017-10-26,SuperWASP
WASP-158,b,WASP-158 b,Transit,0,1,3.65633300,0.00000400,-0.00000400,0,0.051700,0.001800,-0.001800,0,0.000000,,,0,87.700,1.500,-1.500,0,2.79000,0.23000,-0.23000,0,Mass,1.070,0.150,-0.150,0,3.10000,0.70000,-1.00000,0,0,0,0,0,00h16m35.12s,4.146333,-10d58m35.1s,-10.976417,532.92,12.57,-12.57,0,532.92,12.57,-12.57,0,,,,,12.091,,0,6350.00,150.00,-150.00,0,1.38,0.14,-0.14,0,1.39,0.18,-0.18,0,2018-10-26,SuperWASP-South
WASP-159,b,WASP-159 b,Transit,0,1,3.84040100,0.00000700,-0.00000700,0,0.053800,0.001500,-0.001500,0,0.000000,,,0,88.100,1.400,-1.400,0,0.55000,0.08000,-0.08000,0,Mass,1.380,0.090,-0.090,0,0.28000,0.05000,-0.05000,0,0,0,0,0,04h32m32.76s,68.136497,-38d58m06.0s,-38.968334,730.50,10.99,-10.99,0,730.50,10.99,-10.99,0,,,,,12.295,,0,6120.00,140.00,-140.00,0,1.41,0.12,-0.12,0,2.11,0.10,-0.10,0,2018-10-26,SuperWASP-South
WASP-16,b,WASP-16 b,Transit,0,1,3.11860000,0.00001400,-0.00001400,0,,,,,0.000000,,,0,85.220,0.350,-0.350,0,1.24000,0.25000,-0.25000,0,Mass,1.220,0.100,-0.100,0,,,,,0,0,0,1,14h18m43.93s,214.683032,-20d16m31.7s,-20.275484,195.20,1.93,-1.93,0,195.20,1.93,-1.93,0,,,,,11.125,,0,5700.00,150.00,-150.00,0,1.78,0.54,-0.54,0,1.14,0.09,-0.09,0,2018-04-26,SuperWASP
WASP-160 B,b,WASP-160 B b,Transit,0,1,3.76849520,0.00000350,-0.00000350,0,0.045200,0.001200,-0.001200,0,0.000000,,,0,88.970,0.630,-0.570,0,0.27800,0.04400,-0.04500,0,Mass,1.090,0.047,-0.041,0,0.28400,0.05200,-0.05100,0,0,0,0,0,05h50m43.06s,87.679420,-27d37m23.4s,-27.623163,284.00,5.00,-5.00,0,290.74,2.04,-2.04,0,,,,,12.884,,0,5298.00,99.00,-99.00,0,0.87,0.07,-0.07,0,0.87,0.03,-0.03,0,2018-11-01,SuperWASP-South
WASP-161,b,WASP-161 b,Transit,0,1,5.40604250,0.00000480,-0.00000480,0,0.067300,0.002300,-0.002300,0,,,,,89.010,0.690,-1.000,0,2.49000,0.21000,-0.21000,0,Mass,1.143,0.065,-0.058,0,2.20000,0.29000,-0.29000,0,0,0,0,0,08h25m21.09s,126.337875,-11d30m03.6s,-11.501000,346.46,4.14,-4.14,0,346.46,4.14,-4.14,0,,,,,10.899,,0,6400.00,100.00,-100.00,0,1.39,0.14,-0.14,0,1.71,0.08,-0.07,0,2018-12-13,SuperWASP-South
WASP-162,b,WASP-162 b,Transit,0,1,9.62468000,0.00001000,-0.00001000,0,0.087100,0.001300,-0.001300,0,0.434000,0.005000,-0.005000,0,89.300,0.500,-0.500,0,5.20000,0.20000,-0.20000,0,Mass,1.000,0.050,-0.050,0,6.90000,0.80000,-0.80000,0,0,0,0,0,11h13m10.30s,168.292923,-17d39m28.0s,-17.657778,313.60,4.11,-4.11,0,313.60,4.11,-4.11,0,,,,,12.065,,0,5300.00,100.00,-100.00,0,0.95,0.04,-0.04,0,1.11,0.05,-0.05,0,2018-10-26,SuperWASP-South
WASP-163,b,WASP-163 b,Transit,0,1,1.60968840,0.00000150,-0.00000150,0,0.026600,0.001400,-0.001400,0,,,,,85.420,1.100,-0.850,0,1.87000,0.21000,-0.21000,0,Mass,1.202,0.097,-0.097,0,1.42000,0.31000,-0.23000,0,0,0,0,0,17h06m08.98s,256.537417,-10d24m47.0s,-10.413056,263.29,3.64,-3.64,0,263.29,3.64,-3.64,0,,,,,12.251,,0,5500.00,200.00,-200.00,0,0.97,0.15,-0.15,0,1.01,0.07,-0.07,0,2018-12-13,SuperWASP-South
WASP-164,b,WASP-164 b,Transit,0,1,1.77712550,0.00000280,-0.00000280,0,0.028180,0.000650,-0.000720,0,0.000000,,,0,82.730,0.220,-0.210,0,2.13000,0.12000,-0.13000,0,Mass,1.128,0.041,-0.043,0,1.96000,0.20000,-0.17000,0,0,0,0,0,22h59m29.62s,344.873413,-60d26m52.0s,-60.447769,322.00,7.00,-7.00,0,330.57,4.01,-4.01,0,,,,,12.468,,0,5806.00,190.00,-200.00,0,0.95,0.07,-0.07,0,0.93,0.03,-0.03,0,2018-11-01,SuperWASP-South
WASP-165,b,WASP-165 b,Transit,0,1,3.46550900,0.00002300,-0.00002300,0,0.048230,0.000910,-0.000920,0,0.000000,,,0,84.900,2.500,-1.700,0,0.65800,0.09700,-0.09200,0,Mass,1.260,0.190,-0.170,0,0.44000,0.25000,-0.15000,0,0,0,0,0,23h50m19.33s,357.580536,-17d04m39.3s,-17.077572,583.00,34.00,-34.00,0,612.15,28.08,-28.08,0,,,,,12.543,,0,5599.00,150.00,-150.00,0,1.25,0.07,-0.07,0,1.75,0.18,-0.18,0,2018-11-01,SuperWASP-South
WASP-166,b,WASP-166 b,Transit,0,1,5.44354000,0.00000400,-0.00000400,0,0.064100,0.001100,-0.001100,0,0.000000,,,0,88.000,0.700,-0.700,0,0.10100,0.00500,-0.00500,0,Mass,0.630,0.030,-0.030,0,0.54000,0.09000,-0.09000,0,0,0,0,0,09h39m30.09s,144.875375,-20d58m56.9s,-20.982472,113.00,1.00,-1.00,0,114.55,0.59,-0.59,0,,,,,9.257,,0,6050.00,50.00,-50.00,0,1.19,0.06,-0.06,0,1.22,0.06,-0.06,0,2019-07-25,WASP-South
WASP-167,b,WASP-167 b,Transit,0,1,2.02195960,0.00000060,-0.00000060,0,0.036500,0.000600,-0.000600,0,,,,,79.900,0.300,-0.300,0,8.00000,,,1,Mass,1.580,0.050,-0.050,0,,,,,0,0,0,0,13h04m10.53s,196.043869,-35d32m58.3s,-35.549522,381.00,15.00,-13.00,0,428.42,10.80,-10.80,0,,,,,10.579,,0,7000.00,250.00,-250.00,0,1.59,0.08,-0.08,0,1.79,0.05,-0.05,0,2017-07-27,Multiple Observatories
WASP-168,b,WASP-168 b,Transit,0,1,4.15365800,0.00000300,-0.00000300,0,0.051900,0.000800,-0.000800,0,0.000000,,,0,84.400,0.600,-0.600,0,0.42000,0.04000,-0.04000,0,Mass,1.500,0.500,-0.300,0,0.16000,0.13000,-0.09000,0,0,0,0,0,06h26m58.71s,96.744621,-46d49m17.2s,-46.821445,306.63,1.92,-1.92,0,306.63,1.92,-1.92,0,,,,,11.714,,0,6000.00,100.00,-100.00,0,1.08,0.05,-0.05,0,1.12,0.06,-0.06,0,2018-10-26,SuperWASP-South
WASP-169,b,WASP-169 b,Transit,0,1,5.61141180,0.00000920,-0.00000920,0,0.068100,0.001400,-0.001400,0,0.000000,,,0,87.900,1.400,-2.000,0,0.56100,0.06100,-0.06100,0,Mass,1.304,0.150,-0.073,0,0.33000,0.07400,-0.09400,0,0,0,0,0,08h29m32.97s,127.387375,-12d56m40.9s,-12.944694,638.38,14.25,-14.25,0,638.38,14.25,-14.25,0,,,,,11.721,,0,6110.00,101.00,-101.00,0,1.34,0.08,-0.08,0,2.01,0.19,-0.09,0,2019-09-12,WASP-South
WASP-17,b,WASP-17 b,Transit,0,1,3.73543000,0.00000800,-0.00000800,0,,,,,0.000000,,,0,86.630,0.420,-0.420,0,0.78000,0.23000,-0.23000,0,Mass,1.870,0.240,-0.240,0,,,,,0,0,0,0,15h59m50.95s,239.962306,-28d03m42.2s,-28.061733,410.41,8.72,-8.72,0,410.41,8.72,-8.72,0,11.600,,0,V (Johnson),11.380,,0,6550.00,100.00,-100.00,0,2.28,0.99,-0.99,0,1.49,0.19,-0.19,0,2018-04-26,SuperWASP
WASP-170,b,WASP-170 b,Transit,0,1,2.34478022,0.00000360,-0.00000360,0,0.033700,0.001800,-0.001800,0,,,,,84.870,0.280,-0.280,0,1.60000,0.20000,-0.20000,0,Mass,1.096,0.085,-0.085,0,1.60000,0.32000,-0.25000,0,0,0,0,0,09h01m39.93s,135.416375,-20d43m13.6s,-20.720444,308.27,3.70,-3.70,0,308.27,3.70,-3.70,0,,,,,12.469,,0,5600.00,150.00,-150.00,0,0.93,0.15,-0.15,0,0.94,0.06,-0.06,0,2018-12-13,SuperWASP-South
WASP-171,b,WASP-171 b,Transit,0,1,3.81862440,0.00000380,-0.00000380,0,0.050400,0.000830,-0.000830,0,0.000000,,,0,88.300,1.100,-1.900,0,1.08400,0.09400,-0.09400,0,Mass,0.980,0.070,-0.040,0,1.50000,0.23000,-0.29000,0,0,0,0,0,11h27m22.86s,171.845250,-44d05m19.3s,-44.088694,774.33,19.96,-19.96,0,774.33,19.96,-19.96,0,,,,,12.441,,0,5965.00,100.00,-100.00,0,1.17,0.06,-0.06,0,1.64,0.09,-0.05,0,2019-09-12,WASP-South
WASP-172,b,WASP-172 b,Transit,0,1,5.47743300,0.00000700,-0.00000700,0,0.069400,0.001100,-0.001100,0,0.000000,,,0,86.700,1.100,-1.100,0,0.47000,0.10000,-0.10000,0,Mass,1.570,0.100,-0.100,0,0.16000,0.05000,-0.05000,0,0,0,0,0,13h17m44.12s,199.433838,-47d14m15.3s,-47.237583,546.02,15.18,-15.18,0,546.02,15.18,-15.18,0,,,,,11.010,,0,6900.00,140.00,-140.00,0,1.49,0.07,-0.07,0,1.91,0.10,-0.10,0,2018-10-26,SuperWASP-South
WASP-173 A,b,WASP-173 A b,Transit,0,1,1.38665318,0.00000027,-0.00000027,0,0.024800,0.000600,-0.000600,0,0.000000,,,0,85.200,1.100,-1.100,0,3.69000,0.18000,-0.18000,0,Mass,1.200,0.060,-0.060,0,2.84000,0.37000,-0.37000,0,0,0,0,1,23h36m40.38s,354.168243,-34d36m40.6s,-34.611279,234.54,1.79,-1.79,0,234.54,1.79,-1.79,0,11.102,0.034,0,V (Johnson),11.397,,0,5800.00,140.00,-140.00,0,1.05,0.08,-0.08,0,1.11,0.05,-0.05,0,2018-10-26,SuperWASP-South
WASP-174,b,WASP-174 b,Transit,0,1,4.23370000,0.00000300,-0.00000300,0,0.055900,0.000900,-0.000900,0,,,,,84.200,0.500,-0.500,0,1.30000,,,1,Mass,1.300,0.500,-0.500,0,,,,,0,0,0,0,13h03m10.56s,195.794006,-41d23m05.4s,-41.384838,414.69,10.27,-10.27,0,414.69,10.27,-10.27,0,,,,,11.683,,0,6400.00,100.00,-100.00,0,1.30,0.06,-0.06,0,1.31,0.08,-0.08,0,2018-08-23,SuperWASP-South
WASP-175,b,WASP-175 b,Transit,0,1,3.06529070,0.00000110,-0.00000160,0,0.044030,0.000550,-0.000550,0,0.000000,,,0,85.330,0.620,-0.620,0,0.99000,0.13000,-0.13000,0,Mass,1.208,0.081,-0.081,0,0.74000,0.20000,-0.15000,0,0,0,0,0,11h05m16.60s,166.319167,-34d07m20.3s,-34.122306,638.38,14.25,-14.25,0,638.38,14.25,-14.25,0,,,,,11.721,,0,6229.00,100.00,-100.00,0,1.21,0.04,-0.04,0,1.20,0.06,-0.06,0,2019-09-12,WASP-South
WASP-176,b,WASP-176 b,Transit,0,1,3.89905200,0.00000500,-0.00000500,0,0.053500,0.001000,-0.001900,0,0.000000,,,0,86.700,1.300,-1.100,0,0.85500,0.07200,-0.06900,0,Mass,1.505,0.050,-0.045,0,0.31000,0.04200,-0.04200,0,0,0,0,1,20h54m44.94s,313.687250,+09d10m44.5s,9.179028,577.62,11.98,-11.98,0,577.62,11.98,-11.98,0,12.010,,0,V (Johnson),11.939,,0,5941.00,77.00,-79.00,0,1.34,0.08,-0.13,0,1.93,0.05,-0.04,0,2020-05-21,SuperWASP-North
WASP-177,b,WASP-177 b,Transit,0,1,3.07172200,0.00000100,-0.00000100,0,0.039570,0.000580,-0.000580,0,,,,,84.140,0.660,-0.830,0,0.50800,0.03800,-0.03800,0,Mass,1.580,0.660,-0.360,0,0.17200,0.20300,-0.11000,0,0,0,0,0,22h19m11.19s,334.796625,-01d50m04.7s,-1.834639,178.00,2.00,-2.00,0,177.67,2.40,-2.40,0,12.580,,0,V (Johnson),12.072,,0,5017.00,70.00,-70.00,0,0.88,0.04,-0.04,0,0.89,0.05,-0.05,0,2019-04-18,SuperWASP
WASP-178,b,WASP-178 b,Transit,0,1,3.34482850,0.00000120,-0.00000120,0,0.055800,0.001000,-0.001000,0,0.000000,,,0,85.700,0.600,-0.600,0,1.66000,0.12000,-0.12000,0,Mass,1.810,0.090,-0.090,0,0.37000,0.07000,-0.07000,0,0,0,0,0,15h09m04.89s,227.270375,-42d42m17.8s,-42.704944,418.00,16.00,-16.00,0,432.55,11.22,-11.22,0,,,,,9.912,,0,9360.00,150.00,-150.00,0,2.07,0.11,-0.11,0,1.67,0.07,-0.07,0,2019-10-10,WASP-South
WASP-180 A,b,WASP-180 A b,Transit,0,1,3.40926400,0.00000100,-0.00000100,0,0.048000,0.001000,-0.001000,0,0.000000,,,0,88.100,0.100,-0.100,0,0.90000,0.10000,-0.10000,0,Mass,1.240,0.040,-0.040,0,0.61000,0.07000,-0.07000,0,0,0,0,0,08h13m34.15s,123.392292,-01d58m57.9s,-1.982750,255.80,3.38,-3.38,0,255.80,3.38,-3.38,0,10.682,0.300,0,V (Johnson),10.913,,0,6600.00,200.00,-200.00,0,1.30,0.10,-0.10,0,1.19,0.06,-0.06,0,2019-09-26,SuperWASP
WASP-181,b,WASP-181 b,Transit,0,1,4.51950640,0.00000340,-0.00000340,0,0.054270,0.000690,-0.000690,0,,,,,88.380,0.760,-0.590,0,0.29900,0.03400,-0.03400,0,Mass,1.184,0.071,-0.059,0,0.23700,0.04400,-0.04400,0,0,0,0,0,01h47m10.37s,26.793208,+03d07m59.0s,3.133056,443.00,8.00,-8.00,0,443.01,7.96,-7.96,0,12.910,,0,V (Johnson),12.783,,0,5839.00,70.00,-70.00,0,1.04,0.04,-0.04,0,0.96,0.04,-0.04,0,2019-04-18,SuperWASP
WASP-182,b,WASP-182 b,Transit,0,1,3.37698480,0.00000240,-0.00000240,0,0.045100,0.000900,-0.000900,0,0.000000,,,0,83.880,0.330,-0.330,0,0.14800,0.01100,-0.01100,0,Mass,0.850,0.030,-0.030,0,0.31800,0.05800,-0.05800,0,0,0,0,0,20h46m41.58s,311.673250,-41d49m15.2s,-41.820889,330.64,4.58,-4.58,0,330.64,4.58,-4.58,0,,,,,11.917,,0,5638.00,100.00,-100.00,0,1.08,0.06,-0.06,0,1.34,0.03,-0.03,0,2019-09-12,WASP-South
WASP-183,b,WASP-183 b,Transit,0,1,4.11177710,0.00000510,-0.00000510,0,0.046320,0.000750,-0.000750,0,,,,,85.370,0.610,-0.880,0,0.50200,0.04700,-0.04700,0,Mass,1.470,0.940,-0.330,0,0.21000,0.24000,-0.16000,0,0,0,0,0,10h55m09.36s,163.789000,-00d44m13.7s,-0.737139,328.00,4.00,-4.00,0,328.42,3.98,-3.98,0,12.760,,0,V (Johnson),12.815,,0,5313.00,72.00,-72.00,0,0.78,0.04,-0.04,0,0.87,0.04,-0.04,0,2019-04-18,SuperWASP
WASP-184,b,WASP-184 b,Transit,0,1,5.18170000,0.00001000,-0.00001000,0,0.062700,0.001200,-0.001200,0,0.000000,,,0,86.900,1.100,-1.100,0,0.57000,0.10000,-0.10000,0,Mass,1.330,0.090,-0.090,0,0.32000,0.09000,-0.09000,0,0,0,0,0,13h58m04.09s,209.517042,-30d20m53.3s,-30.348139,640.00,28.00,-28.00,0,675.67,17.04,-17.04,0,,,,,12.567,,0,6000.00,100.00,-100.00,0,1.23,0.07,-0.07,0,1.65,0.09,-0.09,0,2019-10-10,WASP-South
WASP-185,b,WASP-185 b,Transit,0,1,9.38755000,0.00002000,-0.00002000,0,0.090400,0.001700,-0.001700,0,0.240000,0.040000,-0.040000,0,86.800,0.300,-0.300,0,0.98000,0.06000,-0.06000,0,Mass,1.250,0.080,-0.080,0,0.66000,0.16000,-0.16000,0,0,0,0,0,14h16m14.31s,214.059625,-19d32m32.2s,-19.542278,275.00,6.00,-6.00,0,281.56,3.43,-3.43,0,,,,,10.895,,0,5900.00,100.00,-100.00,0,1.12,0.06,-0.06,0,1.50,0.08,-0.08,0,2019-10-10,WASP-South
WASP-19,b,WASP-19 b,Transit,0,1,0.78883899,0.00000004,-0.00000004,0,0.016340,0.000240,-0.000240,0,0.002000,0.014000,-0.002000,0,78.780,0.580,-0.580,0,1.06900,0.03800,-0.03700,0,Mass,1.392,0.040,-0.040,0,0.49200,0.04600,-0.04600,0,0,0,0,0,09h53m40.08s,148.417002,-45d39m33.1s,-45.659191,270.41,1.72,-1.72,0,270.41,1.72,-1.72,0,12.590,,0,V (Johnson),12.109,,0,5568.00,71.00,-71.00,0,0.90,0.04,-0.04,0,1.00,0.02,-0.02,0,2016-08-18,SuperWASP
WASP-190,b,WASP-190 b,Transit,0,1,5.36775300,0.00000400,-0.00000400,0,0.066300,0.000800,-0.000800,0,0.000000,,,0,87.100,0.700,-0.700,0,1.00000,0.10000,-0.10000,0,Mass,1.150,0.090,-0.090,0,,,,,0,0,0,0,00h30m50.233s,7.709304,-40d34m24.36s,-40.573433,550.76,10.19,-10.19,0,550.76,10.19,-10.19,0,,,,,11.633,,0,6400.00,100.00,-100.00,0,1.35,0.05,-0.05,0,1.60,0.10,-0.10,0,2019-03-05,WASP-South
WASP-192,b,WASP-192 b,Transit,0,1,2.87867650,0.00000280,-0.00000280,0,0.040800,0.000800,-0.000800,0,0.000000,,,0,82.700,0.600,-0.600,0,2.30000,0.16000,-0.16000,0,Mass,1.230,0.080,-0.080,0,1.62000,0.41000,-0.41000,0,0,0,0,0,14h54m38.09s,223.658708,-38d44m40.3s,-38.744528,495.00,22.00,-22.00,0,515.65,16.43,-16.43,0,,,,,12.535,,0,5910.00,145.00,-145.00,0,1.09,0.06,-0.06,0,1.32,0.07,-0.07,0,2019-10-10,WASP-South
WASP-2,b,WASP-2 b,Transit,0,1,2.15217500,0.00001200,-0.00001100,0,0.031440,0.000880,-0.000870,0,,,,,84.490,0.170,-0.180,0,0.93100,0.06000,-0.05800,0,Mass,1.081,0.041,-0.040,0,0.91400,0.07400,-0.07100,0,0,0,0,1,20h30m54.13s,307.725542,+06d25m46.3s,6.429536,153.89,1.62,-1.62,0,153.89,1.62,-1.62,0,11.880,0.100,0,V (Johnson),11.564,,0,5180.00,190.00,-190.00,0,0.90,0.08,-0.07,0,0.87,0.03,-0.03,0,2019-09-26,SuperWASP
